OID_;ID;ADRCD;SUBCD;LandID;Land;BezirkID;Bezirk;ArtLang;NameLang;Plz;Ort;Strasse;Hnr;Telefon;IntVorwahl;NatVorwahl;TelefonNummer;Durchwahl;FaxDurchwahl;EMailAdresse;X;Y
792;1217;6825970;002;9;Wien;910;Wien Favoriten;Stadtpolizeikommando;Wien-10;1100;Wien;Van-der-Nüll-Gasse;11;+43 1 31310 56201;+43;1;31310;56201;56209;SPK-W-10-Kommando@polizei.gv.at;16,369855099999999;48,179033560000001
793;1122;6995541;001;8;Vorarlberg;802;Bregenz;Polizeiinspektion;Egg;6863;Egg;Gerbe;1144;+43 59133 8124 100;+43;59133;8124;100;109;PI-V-Egg@polizei.gv.at;9,897783240000001;47,433013930000001
794;348;5344740;001;4;Oberösterreich;406;Freistadt;Autobahnpolizeiinspektion;Kefermarkt;4212;Kefermarkt;Pernau;27;+43 59133 4305 200;+43;59133;4305;200;209;API-O-Neumarkt@polizei.gv.at;14,485400000000000;48,441600000000001
795;237;6567672;001;3;Niederösterreich;319;Sankt Pölten (Land);Polizeiinspektion;Neulengbach;3040;Neulengbach;Khuenstraße;2;+43 59133 3168 100;+43;59133;3168;100;109;PI-N-Neulengbach@polizei.gv.at;15,904411319999999;48,193805699999999
796;321;6210621;002;3;Niederösterreich;304;Wiener Neustadt (Stadt);Polizeiinspektion;Wiener Neustadt-Josefstadt;2700;Wiener Neustadt;Pottendorfer Straße;62;+43 59133 3393 100;+43;59133;3393;100;109;PI-N-Wr-Neustadt-Josefstadt@polizei.gv.at;16,254200000000001;47,826999999999998
797;1214;6814066;002;9;Wien;909;Wien Alsergrund;Polizeiinspektion;Wien-Julius-Tandler-Platz;1090;Wien;Althanstraße;10;+43 1 31310 22341;+43;1;31310;22341;;PI-W-09-Julius-Tandler-Platz@polizei.gv.at;16,359924280000001;48,228485100000000
798;1245;7191195;002;9;Wien;914;Wien Penzing;Polizeiinspektion;Wien-Albert-Schweitzer-Gasse;1140;Wien;Albert-Schweitzer-Gasse;6;+43 1 31310 47311;+43;1;31310;47311;;PI-W-14-Albert-Schweitzer-Gasse@polizei.gv.at;16,219251640000000;48,207687380000003
799;247;6594467;000;3;Niederösterreich;321;Tulln;Polizeiinspektion;Grafenwörth;3484;Grafenwörth;Mühlplatz;2;+43 59133 3283 100;+43;59133;3283;100;109;PI-N-Grafenwoerth@polizei.gv.at;15,775499999999999;48,407400000000003
800;76;6290204;001;3;Niederösterreich;307;Bruck an der Leitha;Polizeiinspektion;Enzersdorf an der Fischa;2431;Enzersdorf an der Fischa;Andreas Heilinger Platz;1;+43 59133 3328 100;+43;59133;3328;100;109;PI-N-Enzersdorf-an-der-Fischa@polizei.gv.at;16,609637859999999;48,075198620000002
801;315;;;3;Niederösterreich;307;Bruck an der Leitha;Polizeiinspektion;Schwechat SPK-Ref.II-FB1-Sicherheitsdienst Flughafen;1300;Flughafen Wien-Schwechat;Flughafen-Wien, Nordstraße, Objekt 105;;+43 59133 3291 100;+43;59133;3291;100;109;SPK-N-Schwechat-Sicherheitsdienst-Flughafen@polizei.gv.at;16,560365120000000;48,121037639999997
802;663;5286866;002;4;Oberösterreich;402;Steyr (Stadt);Polizeiinspektion;Steyr-Tabor;4400;Steyr ;Kaserngasse;1a;+43 59133 4144 110;+43;59133;4144;110;109;PI-O-Steyr-Tabor@polizei.gv.at;14,415408550000000;48,047783969999998
803;788;7582950;000;6;Steiermark;620;Murtal;Polizeiinspektion;Fohnsdorf;8753;Fohnsdorf;Siemensstraße;5;+43 59133 6301 100;+43;59133;6301;100;109;PI-ST-Fohnsdorf@polizei.gv.at;14,676226160000001;47,204996670000000
804;766;5835124;001;6;Steiermark;606;Graz-Umgebung;Polizeiinspektion;Hitzendorf;8151;Hitzendorf;Hitzendorf;15;+43 59133 6141 100;+43;59133;6141;100;109;PI-ST-Hitzendorf@polizei.gv.at;15,302920139999999;47,036088210000003
805;869;7596334;000;6;Steiermark;616;Voitsberg;Polizeiinspektion;Söding;8561;Söding;Packer Straße;181a;+43 59133 6195 100;+43;59133;6195;100;109;PI-ST-Soeding@polizei.gv.at;15,265834260000000;47,003776879999997
806;113;6361153;002;3;Niederösterreich;310;Hollabrunn;Polizeiinspektion;Retz;2070;Retz;Schmiedgasse;1;+43 59133 3419 100;+43;59133;3419;100;109;PI-N-Retz@polizei.gv.at;15,951811879999999;48,757712540000000
807;137;6410501;001;3;Niederösterreich;313;Krems (Land);Polizeiinspektion;Gföhl;3542;Gföhl;Zwettler Straße;10/1;+43 59133 3441 100;+43;59133;3441;100;109;PI-N-Gfoehl@polizei.gv.at;15,488646340000001;48,517194629999999
808;1134;7630334;001;8;Vorarlberg;803;Dornbirn;Bezirkspolizeikommando;Dornbirn;6850;Dornbirn;Poststraße;6;+43 59133 8140 305;+43;59133;8140;305;309;BPK-V-Dornbirn@polizei.gv.at;9,737017280000000;47,416698099999998
809;740;7591913;000;6;Steiermark;623;Südoststeiermark;Polizeiinspektion;Riegersburg;8333;Riegersburg;Riegersburg;242;+43 59133 6126 100;+43;59133;6126;100;109;PI-ST-Riegersburg@polizei.gv.at;15,937008199999999;46,999081769999997
810;826;7622545;001;6;Steiermark;612;Liezen;Polizeiinspektion;Admont;8911;Admont;Schulstraße;446b;+43 59133 6341 100;+43;59133;6341;100;109;PI-ST-Admont@polizei.gv.at;14,457377350000000;47,576308890000000
811;473;5175231;001;1;Burgenland;104;Güssing;Polizeiinspektion;Güssing;7540;Güssing;Hauptstraße;14;+43 59133 1200 100;+43;59133;1200;100;109;PI-B-Guessing@polizei.gv.at;16,320003520000000;47,057994850000000
812;482;5185843;001;1;Burgenland;105;Jennersdorf;Polizeiinspektion;Jennersdorf;8380;Jennersdorf;Hauptstraße;51;+43 59133 1210 100;+43;59133;1210;100;109;PI-B-Jennersdorf@polizei.gv.at;16,131904609999999;46,936855319999999
813;490;5194786;001;1;Burgenland;106;Mattersburg;Polizeiinspektion;Mattersburg;7210;Mattersburg;Martinsplatz;8;+43 59133 1120 100;+43;59133;1120;100;109;PI-B-Mattersburg@polizei.gv.at;16,397262410000000;47,737359030000000
814;511;5214764;001;1;Burgenland;107;Neusiedl am See;Polizeiinspektion;Neusiedl am See;7100;Neusiedl am See;Untere Hauptstraße;49;+43 59133 1130 100;+43;59133;1130;100;109;PI-B-Neusiedl-am-See@polizei.gv.at;16,847675590000001;47,945969249999997
815;531;5235486;001;1;Burgenland;108;Oberpullendorf;Polizeiinspektion;Oberpullendorf;7350;Oberpullendorf;Hauptstraße;7;+43 59133 1220 100;+43;59133;1220;100;109;PI-B-Oberpullendorf@polizei.gv.at;16,505232199999998;47,501810919999997
816;542;5251469;001;1;Burgenland;109;Oberwart;Polizeiinspektion;Oberwart;7400;Oberwart;Bahnhofstraße;4;+43 59133 1240 100;+43;59133;1240;100;109;PI-B-Oberwart@polizei.gv.at;16,212627420000000;47,289806370000001
817;10;6052437;001;2;Kärnten;202;Villach (Stadt);Polizeiinspektion;Villach-Trattengasse;9500;Villach;Trattengasse;34;+43 59133 2296 100;+43;59133;2296;100;109;PI-K-Villach-Trattengasse@polizei.gv.at;13,855529790000000;46,610595709999998
818;667;5289712;001;4;Oberösterreich;402;Steyr (Stadt);Verkehrsinspektion;Steyr-Tomitzstraße;4400;Steyr ;Tomitzstraße;10;+43 59133 4147;+43;59133;4147;;;VI-O-Steyr@polizei.gv.at;14,412763600000000;48,037555699999999
819;670;5537483;001;4;Oberösterreich;416;Urfahr-Umgebung;Polizeiinspektion;Gallneukirchen;4210;Gallneukirchen;Linzer Straße;6;+43 59133 4330 100;+43;59133;4330;100;109;PI-O-Gallneukirchen@polizei.gv.at;14,412611020000000;48,351113269999999
820;693;7221628;001;4;Oberösterreich;417;Vöcklabruck;Polizeiinspektion;Vöcklabruck;4840;Vöcklabruck;Salzburger Straße;15;+43 59133 4160 100;+43;59133;4160;100;109;PI-O-Voecklabruck@polizei.gv.at;13,650865560000000;48,007675169999999
821;699;5596727;001;4;Oberösterreich;418;Wels (Land);Polizeiinspektion;Marchtrenk;4614;Marchtrenk;Linzer Straße;21;+43 59133 4180 100;+43;59133;4180;100;109;PI-O-Marchtrenk@polizei.gv.at;14,115105399999999;48,191006600000001
822;705;5291852;001;4;Oberösterreich;403;Wels (Stadt);Polizeiinspektion;Wels-Dragonerstraße;4601;Wels;Dragonerstraße;29;+43 59133 4191;+43;59133;4191;;109;PI-O-Wels-Dragoner-strasse@polizei.gv.at;14,013834010000000;48,156208040000003
823;911;5633667;001;5;Salzburg;502;Hallein;Polizeiinspektion;Hallein;5400;Hallein;Dr.-Adolf-Schärf-Platz;1;+43 59133 5100;+43;59133;5100;;109;PI-S-Hallein@polizei.gv.at;13,098012460000000;47,684413309999996
824;935;7062728;001;5;Salzburg;503;Salzburg-Umgebung;Polizeiinspektion;Anif;5081;Anif;Alpenstraße;111;+43 59133 5110;+43;59133;5110;;109;PI-S-Anif@polizei.gv.at;13,050757409999999;47,736148839999998
825;24;7494010;001;2;Kärnten;208;Völkermarkt;Polizeiinspektion;Völkermarkt-Seedienst;9100;Völkermarkt;Ritzingstraße;3;+43 59133 2140 100;+43;59133;2140;100;109;PI-K-Voelkermarkt@polizei.gv.at;14,623348300000000;46,660750870000001
826;35;6169327;001;2;Kärnten;209;Wolfsberg;Polizeiinspektion;Wolfsberg;9400;Wolfsberg;Lindhofstraße;11;+43 59133 2160 100;+43;59133;2160;100;109;PI-K-Wolfsberg@polizei.gv.at;14,844431880000000;46,833736420000001
827;550;7296978;001;2;Kärnten;210;Feldkirchen;Polizeiinspektion;Feldkirchen;9560;Feldkirchen;10.-Oktober-Straße;27;+43 59133 2200 100;+43;59133;2200;100;109;PI-K-Feldkirchen@polizei.gv.at;14,098246430000000;46,722283419999997
828;554;6058104;001;2;Kärnten;203;Hermagor;Polizeiinspektion;Hermagor;9620;Hermagor;Gösseringlände;7;+43 59133 2210 100;+43;59133;2210;100;109;PI-K-Hermagor@polizei.gv.at;13,372547450000001;46,625731660000000
829;562;6067924;001;2;Kärnten;204;Klagenfurt (Land);Polizeiinspektion;Ferlach (FGP-SB);9170;Ferlach;Loiblstraße;6;+43 59133 2100 100;+43;59133;2100;100;109;PI-K-Ferlach@polizei.gv.at;14,300252920000000;46,523452759999998
830;610;6115949;001;2;Kärnten;206;Spittal an der Drau;Polizeiinspektion;Spittal an der Drau;9800;Spittal an der Drau;Dr.-Arthur-Lemisch-Platz;2;+43 59133 2220 100;+43;59133;2220;100;109;PI-K-Spittal-an-der-Drau@polizei.gv.at;13,494962700000000;46,796810149999999
831;624;6096683;001;2;Kärnten;205;Sankt Veit an der Glan;Polizeiinspektion;Sankt Veit an der Glan;9300;Sankt Veit an der Glan;Platz-Am-Graben;1;+43 59133 2120 100;+43;59133;2120;100;109;PI-K-St-Veit-an-der-Glan@polizei.gv.at;14,360620500000000;46,766899109999997
832;628;7222368;001;2;Kärnten;207;Villach (Land);Polizeiinspektion;Arnoldstein;9601;Arnoldstein;Gendarmeriestraße;1;+43 59133 2250 100;+43;59133;2250;100;109;PI-K-Arnoldstein@polizei.gv.at;13,708310259999999;46,550165759999999
833;38;7323009;001;3;Niederösterreich;305;Amstetten;Polizeiinspektion;Amstetten;3300;Amstetten;Mozartstraße;31;+43 59133 3100 100;+43;59133;3100;100;109;PI-N-Amstetten@polizei.gv.at;14,883133890000000;48,124450690000003
834;55;6244002;001;3;Niederösterreich;306;Baden;Polizeiinspektion;Baden;2500;Baden;Conrad-von-Hötzendorf-Platz;6;+43 59133 3300 100;+43;59133;3300;100;109;PI-N-Baden@polizei.gv.at;16,239597280000002;48,004358150000002
835;72;6277311;001;3;Niederösterreich;307;Bruck an der Leitha;Polizeiinspektion;Bruck an der Leitha;2460;Bruck an der Leitha;Fischamender Straße;10;+43 59133 3320 100;+43;59133;3320;100;109;PI-N-Bruck-an-der-Leitha@polizei.gv.at;16,778655290000000;48,029070050000001
836;82;6301374;001;3;Niederösterreich;308;Gänserndorf;Polizeiinspektion;Gänserndorf;2230;Gänserndorf;Jahngasse;68;+43 59133 3200 100;+43;59133;3200;100;109;PI-N-Gaenserndorf@polizei.gv.at;16,729323619999999;48,340477550000003
837;95;6333199;001;3;Niederösterreich;309;Gmünd;Polizeiinspektion;Gmünd;3950;Gmünd;Weitraer Straße;52;+43 59133 3400 100;+43;59133;3400;100;109;PI-N-Gmuend@polizei.gv.at;14,977805760000001;48,767048490000001
838;110;7259388;001;3;Niederösterreich;310;Hollabrunn;Polizeiinspektion;Hollabrunn;2020;Hollabrunn;Josef-Weislein-Straße;21;+43 59133 3410 100;+43;59133;3410;100;109;PI-N-Hollabrunn@polizei.gv.at;16,073725180000000;48,555221660000001
839;123;6375183;001;3;Niederösterreich;311;Horn;Polizeiinspektion;Horn;3580;Horn;Prager Straße;32;+43 59133 3430 100;+43;59133;3430;100;109;PI-N-Horn@polizei.gv.at;15,646389010000000;48,663330080000001
840;132;6391082;001;3;Niederösterreich;312;Korneuburg;Polizeiinspektion;Korneuburg;2100;Korneuburg;Donaustraße;62;+43 59133 3240 100;+43;59133;3240;100;109;PI-N-Korneuburg@polizei.gv.at;16,325239270000001;48,340739520000000
841;1098;6708090;001;8;Vorarlberg;801;Bludenz;Polizeiinspektion;Bludenz (FGP-SB);6700;Bludenz;Sparkassenplatz;2;+43 59133 8100 100;+43;59133;8100;100;109;PI-V-Bludenz@polizei.gv.at;9,821158410000001;47,155502319999997
842;1142;7305609;001;8;Vorarlberg;804;Feldkirch;Polizeiinspektion;Feldkirch (FGP-SB);6800;Feldkirch;Schillerstraße;9;+43 59133 8150 100;+43;59133;8150;100;109;PI-V-Feldkirch@polizei.gv.at;9,590656279999999;47,234802250000001
843;146;6186547;001;3;Niederösterreich;301;Krems (Stadt);Polizeiinspektion;Krems an der Donau;3500;Krems an der Donau;Rechte Kremszeile;56;+43 59133 3440 100;+43;59133;3440;100;109;PI-N-Krems-an-der-Donau@polizei.gv.at;15,620983130000001;48,410194400000002
844;152;7316495;001;3;Niederösterreich;314;Lilienfeld;Polizeiinspektion;Lilienfeld;3180;Lilienfeld;Liese Prokop Straße;15;+43 59133 3120 100;+43;59133;3120;100;109;PI-N-Lilienfeld@polizei.gv.at;15,598105970000001;48,015534070000001
845;162;7178921;001;3;Niederösterreich;315;Melk;Polizeiinspektion;Melk;3390;Melk;Spielberger Straße;17;+43 59133 3130 100;+43;59133;3130;100;109;PI-N-Melk@polizei.gv.at;15,347494570000000;48,227822570000001
846;182;6475770;001;3;Niederösterreich;316;Mistelbach;Polizeiinspektion;Mistelbach;2130;Mistelbach;Oberhoferstraße;29;+43 59133 3260 100;+43;59133;3260;100;109;PI-N-Mistelbach@polizei.gv.at;16,571407140000002;48,573361140000003
847;198;6507995;001;3;Niederösterreich;317;Mödling;Polizeiinspektion;Mödling;2340;Mödling;Klostergasse;4;+43 59133 3330 100;+43;59133;3330;100;109;PI-N-Moedling@polizei.gv.at;16,287636440000000;48,086412129999999
848;207;7333793;001;3;Niederösterreich;318;Neunkirchen;Polizeiinspektion;Neunkirchen;2620;Neunkirchen;Urbangasse;8;+43 59133 3350 100;+43;59133;3350;100;109;PI-N-Neunkirchen@polizei.gv.at;16,078276779999999;47,723066709999998
849;220;6587648;001;3;Niederösterreich;320;Scheibbs;Polizeiinspektion;Scheibbs;3270;Scheibbs;Erlaufpromenade;8-10;+43 59133 3150 100;+43;59133;3150;100;109;PI-N-Scheibbs@polizei.gv.at;15,165288929999999;48,005523689999997
850;238;7190362;001;3;Niederösterreich;319;Sankt Pölten (Land);Polizeiinspektion;Obergrafendorf;3200;Obergrafendorf;Hauptplatz;4;+43 59133 3160 100;+43;59133;3160;100;109;PI-N-Obergrafendorf@polizei.gv.at;15,544382100000000;48,150188450000002
851;254;6606755;001;3;Niederösterreich;321;Tulln;Polizeiinspektion;Tulln;3430;Tulln;Donaugasse;11;+43 59133 3280 100;+43;59133;3280;100;109;PI-N-Tulln@polizei.gv.at;16,050664909999998;48,332378390000002
852;262;7214314;001;3;Niederösterreich;322;Waidhofen an der Thaya;Polizeiinspektion;Waidhofen an der Thaya;3830;Waidhofen an der Thaya;Raiffeisenpromenade;2/5;+43 59133 3460 100;+43;59133;3460;100;109;PI-N-Waidhofen-an-der-Thaya@polizei.gv.at;15,283302239999999;48,814629910000001
853;273;6648623;001;3;Niederösterreich;323;Wiener Neustadt (Land);Polizeiinspektion;Sollenau;2601;Sollenau;Wiener-Neustädter-Straße;19;+43 59133 3370 100;+43;59133;3370;100;109;PI-N-Sollenau@polizei.gv.at;16,251824020000001;47,892388259999997
854;302;6704095;001;3;Niederösterreich;325;Zwettl;Polizeiinspektion;Zwettl-Seedienst;3910;Zwettl;Weitraer Straße;17;+43 59133 3470 100;+43;59133;3470;100;109;PI-N-Zwettl@polizei.gv.at;15,163991950000000;48,608907320000000
855;307;6194633;001;3;Niederösterreich;302;Sankt Pölten (Stadt);Polizeiinspektion;Sankt Pölten-Linzer Straße;3100;Sankt Pölten;Linzer Straße;47;+43 59133 3195 100;+43;59133;3195;100;109;PI-N-St-Poelten-Linzer-Str@polizei.gv.at;15,619009020000000;48,200717930000003
856;319;7065364;001;3;Niederösterreich;304;Wiener Neustadt (Stadt);Polizeiinspektion;Wiener Neustadt-Burgplatz;2700;Wiener Neustadt;Burgplatz;2;+43 59133 3391 100;+43;59133;3391;100;109;PI-N-Wr-Neustadt-Burgplatz@polizei.gv.at;16,244371420000000;47,810085299999997
857;328;7046646;001;4;Oberösterreich;404;Braunau am Inn;Polizeiinspektion;Braunau am Inn;5280;Braunau am Inn;Laaber Holzweg;50;+43 59133 4200 100;+43;59133;4200;100;109;PI-O-Braunau@polizei.gv.at;13,045477869999999;48,255279549999997
858;343;5338043;001;4;Oberösterreich;406;Freistadt;Polizeiinspektion;Freistadt;4240;Freistadt;Linzer Straße;9;+43 59133 4300 100;+43;59133;4300;100;109;PI-O-Freistadt@polizei.gv.at;14,502416620000000;48,507972719999998
859;357;5368334;001;4;Oberösterreich;407;Gmunden;Polizeiinspektion;Gmunden-Seedienst;4810;Gmunden;Alois Kaltenbruner-Straße;7;+43 59133 4100 100;+43;59133;4100;100;109;PI-O-Gmunden@polizei.gv.at;13,788650519999999;47,915851600000003
860;798;7147260;001;6;Steiermark;620;Murtal;Polizeiinspektion;Knittelfeld;8720;Knittelfeld;Franz-Leitner-Straße;19;+43 59133 6310 100;+43;59133;6310;100;109;PI-ST-Knittelfeld@polizei.gv.at;14,831075670000001;47,218894960000000
861;809;7086703;001;6;Steiermark;610;Leibnitz;Polizeiinspektion;Leibnitz;8430;Leibnitz;Mariengasse;2;+43 59133 6160 100;+43;59133;6160;100;109;PI-ST-Leibnitz@polizei.gv.at;15,546342859999999;46,776481629999999
862;834;7524069;001;6;Steiermark;612;Liezen;Polizeiinspektion;Liezen;8940;Liezen;Döllacher Straße;6a;+43 59133 6340 100;+43;59133;6340;100;109;PI-ST-Liezen@polizei.gv.at;14,239500000000000;47,568399999999997
863;844;7327826;001;6;Steiermark;614;Murau;Polizeiinspektion;Murau;8850;Murau;Bahnhofstraße;5;+43 59133 6360 100;+43;59133;6360;100;109;PI-ST-Murau@polizei.gv.at;14,172852519999999;47,109355930000000
864;855;5966352;001;6;Steiermark;621;Bruck-Mürzzuschlag;Polizeiinspektion;Mürzzuschlag;8680;Mürzzuschlag;Alleegasse;3b;+43 59133 6250 100;+43;59133;6250;100;109;PI-ST-Muerzzuschlag@polizei.gv.at;15,679243980000001;47,607261930000000
865;859;7343581;001;6;Steiermark;623;Südoststeiermark;Polizeiinspektion;Bad Radkersburg;8490;Bad Radkersburg;Dr.-Schwaiger-Straße;17;+43 59133 6180 100;+43;59133;6180;100;109;PI-ST-Bad-Radkersburg@polizei.gv.at;15,993991590000000;46,690608760000003
866;872;7199959;001;6;Steiermark;616;Voitsberg;Polizeiinspektion;Voitsberg;8570;Voitsberg;Dr.-Hubert-Kravcar-Platz;1;+43 59133 6190 100;+43;59133;6190;100;109;PI-ST-Voitsberg@polizei.gv.at;15,149900000000001;47,047499999999999
867;883;7135032;001;6;Steiermark;617;Weiz;Polizeiinspektion;Weiz;8160;Weiz;Straußgasse;5;+43 59133 6260 100;+43;59133;6260;100;109;PI-ST-Weiz@polizei.gv.at;15,632331850000000;47,215850830000001
868;904;5925655;001;6;Steiermark;611;Leoben;Polizeiinspektion;Leoben-Josef-Heißl-Straße;8700;Leoben;Josef-Heißl-Straße;14;+43 59133 6391 100;+43;59133;6391;100;109;PI-ST-Leoben-Josef-Heissl-Strasse@polizei.gv.at;15,091177950000001;47,372146610000001
869;989;5015285;001;7;Tirol;702;Imst;Polizeiinspektion;Imst;6460;Imst;Rathausstraße;14;+43 59133 7100 100;+43;59133;7100;100;109;PI-T-Imst@polizei.gv.at;10,738146779999999;47,239902499999999
870;1016;5050027;001;7;Tirol;703;Innsbruck (Land);Polizeiinspektion;Hall in Tirol;6060;Hall in Tirol;Unterer Stadtplatz;20;+43 59133 7110 100;+43;59133;7110;100;109;PI-T-Hall-Tirol@polizei.gv.at;11,504597670000001;47,280368809999999
871;1039;7325913;001;7;Tirol;704;Kitzbühel;Polizeiinspektion;Kitzbühel;6370;Kitzbühel;Im Gries;9a;+43 59133 7200 100;+43;59133;7200;100;109;PI-T-Kitzbuehel@polizei.gv.at;12,393704420000001;47,447872169999997
872;1046;5088030;001;7;Tirol;705;Kufstein;Polizeiinspektion;Kufstein;6330;Kufstein;Inngasse;4;+43 59133 7210 100;+43;59133;7210;100;109;PI-T-Kufstein@polizei.gv.at;12,170537950000000;47,584403999999999
873;1055;5105526;001;7;Tirol;706;Landeck;Polizeiinspektion;Landeck (FGP-SB);6500;Landeck;Innstraße;11;+43 59133 7140 100;+43;59133;7140;100;109;PI-T-Landeck@polizei.gv.at;10,564680100000000;47,138183599999998
874;1065;7397514;001;7;Tirol;707;Lienz;Polizeiinspektion;Lienz;9900;Lienz;Hauptplatz;5a;+43 59133 7230 100;+43;59133;7230;100;109;PI-T-Lienz@polizei.gv.at;12,769198579999999;46,828797270000003
875;1075;7085576;001;7;Tirol;708;Reutte;Polizeiinspektion;Reutte;6600;Reutte;Obermarkt;2;+43 59133 7150 100;+43;59133;7150;100;109;PI-T-Reutte@polizei.gv.at;10,718344690000000;47,488868719999999
876;1082;5144551;001;7;Tirol;709;Schwaz;Polizeiinspektion;Schwaz;6130;Schwaz;Münchner Straße;26;+43 59133 7250 100;+43;59133;7250;100;109;PI-T-Schwaz@polizei.gv.at;11,705942040000000;47,350895540000003
877;367;5388912;001;4;Oberösterreich;408;Grieskirchen;Polizeiinspektion;Grieskirchen;4710;Grieskirchen;Manglburg;17;+43 59133 4230 100;+43;59133;4230;100;109;PI-O-Grieskirchen@polizei.gv.at;13,826752310000000;48,233815419999999
878;376;5404347;001;4;Oberösterreich;409;Kirchdorf an der Krems;Polizeiinspektion;Kirchdorf an der Krems;4560;Kirchdorf an der Krems;Bambergstraße;46;+43 59133 4120 100;+43;59133;4120;100;109;PI-O-Kirchdorf@polizei.gv.at;14,122350010000000;47,903536240000001
879;405;5442695;001;4;Oberösterreich;410;Linz (Land);Polizeiinspektion;Traun;4050;Traun;Kirchenplatz;3-4;+43 59133 4130 100;+43;59133;4130;100;109;PI-O-Traun@polizei.gv.at;14,238476759999999;48,220596319999999
880;426;5456535;001;4;Oberösterreich;411;Perg;Polizeiinspektion;Perg;4320;Perg;Linzer Straße;65;+43 59133 4320 100;+43;59133;4320;100;109;PI-O-Perg@polizei.gv.at;14,622235290000001;48,250858489999999
881;443;7208227;001;4;Oberösterreich;413;Rohrbach;Polizeiinspektion;Rohrbach;4150;Rohrbach;Am Teich;2;+43 59133 4250 100;+43;59133;4250;100;109;PI-O-Rohrbach@polizei.gv.at;13,991037370000001;48,574054719999999
882;652;5507952;001;4;Oberösterreich;414;Schärding;Polizeiinspektion;Schärding (SB PKZ);4780;Schärding;Bahnhofstraße;3;+43 59133 4270 100;+43;59133;4270;100;109;PI-O-Schaerding@polizei.gv.at;13,433327680000000;48,457111359999999
883;655;7046650;001;4;Oberösterreich;415;Steyr (Land);Polizeiinspektion;Garsten;4451;Garsten;Marian-Rittinger-Straße;9;+43 59133 4150 100;+43;59133;4150;100;109;PI-O-Garsten@polizei.gv.at;14,409663210000000;48,019268040000000
884;965;5688202;001;5;Salzburg;504;Sankt Johann im Pongau;Polizeiinspektion;Sankt Johann im Pongau;5600;Sankt Johann im Pongau;Ing.-Ludwig-Pech-Straße;10;+43 59133 5140;+43;59133;5140;;109;PI-S-St-Johann@polizei.gv.at;13,201814660000000;47,349658970000000
